number_of_rooms,number_of_bathrooms,sqft,location,days_on_market,neighborhood,rental_price
3,2,999,good,5,north_berkeley,4830
1,1,395,poor,30,frontage_rd,1546.44
0,1,527,great,8,east_elmwood,2387
3,2,1006,poor,48,frontage_rd,4101.68
1,1,696,good,10,north_berkeley,2103
0,1,309,good,0,north_berkeley,1697
3,2,923,good,1,north_berkeley,4774
3,2,879,good,7,north_berkeley,4674
0,1,227,good,7,north_berkeley,1593
0,1,150,poor,49,frontage_rd,991.926
2,1,912,good,6,north_berkeley,3473
1,1,353,poor,54,frontage_rd,1205.076
0,1,235,poor,52,frontage_rd,1085.76
2,1,584,poor,26,frontage_rd,2886.936
0,1,505,good,9,north_berkeley,1827
1,1,489,great,2,east_elmwood,2514
1,1,694,poor,28,frontage_rd,1900.104
2,1,638,good,1,north_berkeley,3237
0,1,285,good,0,north_berkeley,1664
3,2,1041,good,8,north_berkeley,4829
1,1,622,great,6,east_elmwood,2604
0,1,290,poor,20,frontage_rd,1527
2,1,823,good,3,north_berkeley,3385
0,1,330,poor,19,frontage_rd,1522
2,1,830,great,11,east_elmwood,3857
2,1,774,good,7,north_berkeley,3322
1,1,628,poor,52,frontage_rd,1538.784
3,2,1030,great,7,east_elmwood,5351
0,1,378,great,10,east_elmwood,2200
0,1,289,poor,44,frontage_rd,1190
1,1,519,good,4,north_berkeley,1993
0,1,144,good,11,north_berkeley,1468
2,1,585,poor,36,frontage_rd,2716.208
2,1,500,good,5,north_berkeley,3001
2,1,850,poor,24,frontage_rd,3228.96
3,2,970,good,13,north_berkeley,4645
2,1,728,great,9,east_elmwood,3688
3,2,1031,great,13,east_elmwood,5242
0,1,526,great,2,east_elmwood,2393
0,1,505,good,4,north_berkeley,1882
0,1,205,good,0,north_berkeley,1579
0,1,508,poor,49,frontage_rd,1312.206
1,1,471,good,13,north_berkeley,1876
1,1,359,poor,24,frontage_rd,1614.976
1,1,739,poor,64,frontage_rd,1474.704
3,2,1164,good,6,north_berkeley,4945
1,1,509,great,13,east_elmwood,2402
2,1,804,good,13,north_berkeley,3227
0,1,502,good,11,north_berkeley,1748
3,2,1152,poor,52,frontage_rd,4234.464
2,1,934,great,5,east_elmwood,3947
3,2,823,great,4,east_elmwood,5149
2,1,556,great,4,east_elmwood,3646
0,1,196,poor,41,frontage_rd,1174.508
2,1,665,poor,26,frontage_rd,3011.424
1,1,458,good,11,north_berkeley,1826
1,1,664,good,10,north_berkeley,2024
3,2,813,poor,26,frontage_rd,4363.996
3,2,1105,great,5,east_elmwood,5374
2,1,732,good,13,north_berkeley,3152
1,1,364,poor,49,frontage_rd,1250.034
1,1,498,good,2,north_berkeley,1949
1,1,731,good,13,north_berkeley,2137
3,2,1004,good,1,north_berkeley,4870
0,1,417,great,9,east_elmwood,2265
2,1,771,good,9,north_berkeley,3328
2,1,503,poor,32,frontage_rd,2696.688
3,2,1080,great,0,east_elmwood,5459
1,1,458,great,3,east_elmwood,2384
3,2,1240,poor,27,frontage_rd,4749.562
1,1,703,good,3,north_berkeley,2174
3,2,1100,good,10,north_berkeley,4819
3,2,1233,good,1,north_berkeley,5037
2,1,748,poor,25,frontage_rd,3081.87
3,2,954,poor,22,frontage_rd,4613.472
1,1,512,poor,49,frontage_rd,1461.984
0,1,141,great,9,east_elmwood,1996
2,1,888,great,1,east_elmwood,3970
2,1,944,poor,54,frontage_rd,2813.708
3,2,853,poor,50,frontage_rd,3965.86
2,1,686,good,12,north_berkeley,3201
2,1,763,poor,48,frontage_rd,2690.4
3,2,1107,poor,43,frontage_rd,4356.918
1,1,615,poor,31,frontage_rd,1718.346
3,2,1132,good,4,north_berkeley,4938
3,2,1038,poor,26,frontage_rd,4599.14
1,1,701,great,11,east_elmwood,2570
2,1,510,good,6,north_berkeley,3053
3,2,951,poor,57,frontage_rd,3916.054
2,1,764,poor,51,frontage_rd,2699.564
3,2,1148,good,0,north_berkeley,5024
2,1,827,poor,50,frontage_rd,2788.04
1,1,664,poor,52,frontage_rd,1509.768
3,2,1061,good,11,north_berkeley,4811
0,1,449,good,7,north_berkeley,1773
0,1,284,good,2,north_berkeley,1695
3,2,1191,good,7,north_berkeley,5020
3,2,1039,good,13,north_berkeley,4765
1,1,365,good,2,north_berkeley,1828
2,1,781,good,11,north_berkeley,3299
3,2,889,great,3,east_elmwood,5256
2,1,827,good,9,north_berkeley,3305
1,1,414,great,6,east_elmwood,2379
1,1,454,good,12,north_berkeley,1793
0,1,201,good,5,north_berkeley,1594
0,1,320,poor,64,frontage_rd,989.52
2,1,946,poor,56,frontage_rd,2809.056
3,2,1076,great,13,east_elmwood,5332
1,1,643,good,14,north_berkeley,2034
2,1,791,poor,62,frontage_rd,2508.008
1,1,580,great,4,east_elmwood,2571
0,1,104,great,0,east_elmwood,2043
1,1,584,good,12,north_berkeley,1916
3,2,1006,good,4,north_berkeley,4784
1,1,516,good,13,north_berkeley,1915
0,1,447,poor,15,frontage_rd,1730
1,1,722,good,8,north_berkeley,2169
3,2,811,poor,34,frontage_rd,4221.396
2,1,560,great,12,east_elmwood,3517
0,1,397,good,13,north_berkeley,1694
3,2,1061,good,2,north_berkeley,4911
3,2,888,good,10,north_berkeley,4679
1,1,358,good,0,north_berkeley,1828
3,2,982,great,12,east_elmwood,5245
2,1,864,good,14,north_berkeley,3307
0,1,188,poor,25,frontage_rd,1350.36
1,1,523,good,6,north_berkeley,1942
3,2,865,great,0,east_elmwood,5248
0,1,353,good,5,north_berkeley,1722
0,1,407,good,7,north_berkeley,1753
1,1,306,great,4,east_elmwood,2226
0,1,388,poor,60,frontage_rd,1059.84
0,1,110,poor,22,frontage_rd,1313.724
1,1,553,poor,35,frontage_rd,1638.33
1,1,339,poor,15,frontage_rd,1698
3,2,897,poor,17,frontage_rd,4543
2,1,574,good,9,north_berkeley,3036
0,1,449,good,10,north_berkeley,1731
0,1,441,good,5,north_berkeley,1799
0,1,502,great,4,east_elmwood,2330
2,1,757,poor,44,frontage_rd,2814.112
3,2,962,good,3,north_berkeley,4830
1,1,649,great,4,east_elmwood,2612
0,1,256,good,11,north_berkeley,1577
1,1,747,great,12,east_elmwood,2654
3,2,833,great,10,east_elmwood,5104
1,1,687,good,12,north_berkeley,2060
2,1,552,good,8,north_berkeley,3065
3,2,1241,great,2,east_elmwood,5569
0,1,459,poor,61,frontage_rd,1191.564
3,2,873,poor,26,frontage_rd,4390.672
0,1,152,poor,22,frontage_rd,1350.576
3,2,922,good,7,north_berkeley,4670
1,1,720,good,3,north_berkeley,2198
2,1,931,good,2,north_berkeley,3497
0,1,524,good,6,north_berkeley,1893
2,1,555,poor,54,frontage_rd,2399.9
0,1,159,good,7,north_berkeley,1488
1,1,380,good,8,north_berkeley,1768
1,1,685,good,0,north_berkeley,2155
2,1,848,good,11,north_berkeley,3354
1,1,547,poor,27,frontage_rd,1726.486
2,1,896,good,12,north_berkeley,3363
0,1,269,good,6,north_berkeley,1560
3,2,903,good,0,north_berkeley,4764
2,1,615,great,4,east_elmwood,3633
2,1,881,poor,35,frontage_rd,3066.17
0,1,331,good,13,north_berkeley,1583
0,1,498,poor,64,frontage_rd,1129.056
0,1,308,poor,28,frontage_rd,1364.808
0,1,103,great,3,east_elmwood,1973
3,2,1044,poor,52,frontage_rd,4123.08
2,1,788,poor,33,frontage_rd,2931.74
0,1,524,poor,33,northwest,1578.854
1,1,397,poor,25,northwest,1679.04
2,1,876,poor,27,northwest,3169.99
2,1,751,poor,64,northwest,2441.424
2,1,622,poor,32,northwest,2816.736
0,1,316,good,10,west_welmwood,1596
3,2,1171,poor,54,northwest,4168.836
3,2,1108,good,5,west_welmwood,4875
2,1,541,good,0,west_welmwood,3103
3,2,865,good,12,west_welmwood,4643
3,2,1165,great,3,east_elmwood,5491
2,1,728,good,2,west_welmwood,3280
0,1,298,great,13,east_elmwood,2071
3,2,923,good,12,west_welmwood,4683
0,1,274,great,5,east_elmwood,2130
0,1,349,poor,32,northwest,1409.344
2,1,796,great,4,east_elmwood,3896
1,1,726,poor,28,northwest,1867.632
2,1,501,great,5,east_elmwood,3542
2,1,714,good,4,west_welmwood,3284
3,2,988,great,4,east_elmwood,5289
2,1,546,poor,34,northwest,2679.804
0,1,484,poor,20,northwest,1678
3,2,1230,good,5,west_welmwood,5059
0,1,142,good,5,west_welmwood,1492
2,1,774,poor,53,northwest,2682.448
2,1,902,good,11,west_welmwood,3375
0,1,457,good,11,west_welmwood,1763
3,2,1034,good,7,west_welmwood,4828
3,2,838,poor,25,northwest,4367.88
1,1,503,good,14,west_welmwood,1900
0,1,445,good,7,west_welmwood,1737
2,1,914,poor,34,northwest,3099.708
2,1,867,great,6,east_elmwood,3952
2,1,583,good,4,west_welmwood,3109
0,1,161,great,7,east_elmwood,2014
1,1,707,good,14,west_welmwood,2058
1,1,343,great,9,east_elmwood,2270
2,1,746,great,14,east_elmwood,3710
2,1,706,good,14,west_welmwood,3151
1,1,610,good,5,west_welmwood,2047
3,2,1205,good,12,west_welmwood,4969
3,2,827,good,7,west_welmwood,4655
3,2,1055,good,0,west_welmwood,4930
2,1,625,good,14,west_welmwood,3083
2,1,630,good,14,west_welmwood,3053
1,1,654,poor,59,northwest,1452.15
3,2,1195,poor,17,northwest,4831
3,2,1227,good,11,west_welmwood,4951
3,2,1242,good,3,west_welmwood,5081
2,1,881,good,11,west_welmwood,3337
1,1,689,poor,35,northwest,1823.6
2,1,501,poor,35,northwest,2622.88
1,1,412,poor,21,northwest,1747.498
3,2,1081,poor,15,northwest,4793
2,1,725,great,2,east_elmwood,3807
2,1,768,great,11,east_elmwood,3790
0,1,152,good,2,west_welmwood,1530
3,2,1074,good,9,west_welmwood,4804
1,1,559,good,12,west_welmwood,1890
2,1,706,great,10,east_elmwood,3747
2,1,738,poor,23,northwest,3076.43
2,1,893,great,4,east_elmwood,3962
1,1,468,great,7,east_elmwood,2405
2,1,652,poor,22,northwest,3004.932
1,1,327,good,6,west_welmwood,1769
2,1,899,great,3,east_elmwood,3930
3,2,997,good,11,west_welmwood,4733
3,2,920,poor,20,northwest,4602
1,1,300,poor,55,northwest,1126.23
3,2,1174,great,0,east_elmwood,5496
1,1,679,good,14,west_welmwood,2049
3,2,887,good,0,west_welmwood,4781
2,1,856,good,9,west_welmwood,3377
0,1,216,good,14,west_welmwood,1484
0,1,476,great,3,east_elmwood,2312
2,1,592,good,12,west_welmwood,3042
0,1,325,poor,42,northwest,1278.172
2,1,790,poor,19,northwest,3170
1,1,354,good,12,west_welmwood,1728
1,1,529,good,12,west_welmwood,1949
1,1,522,great,12,east_elmwood,2420
0,1,358,good,13,west_welmwood,1660
0,1,468,poor,47,northwest,1368.862
0,1,429,great,11,east_elmwood,2255
3,2,1176,great,0,east_elmwood,5535
0,1,361,good,12,west_welmwood,1656
3,2,1214,good,2,west_welmwood,5046
1,1,738,good,3,west_welmwood,2224
3,2,852,poor,59,northwest,3806.016
3,2,1178,good,9,west_welmwood,4951
3,2,956,good,5,west_welmwood,4746
1,1,568,good,14,west_welmwood,1884
1,1,704,great,7,east_elmwood,2638
1,1,519,poor,64,northwest,1264.032
1,1,737,good,5,west_welmwood,2185
1,1,455,poor,47,northwest,1428.46
0,1,346,poor,61,northwest,1026.324
0,1,285,good,5,west_welmwood,1627
3,2,829,good,0,west_welmwood,4646
2,1,672,good,6,west_welmwood,3202
1,1,451,good,6,west_welmwood,1873
1,1,697,good,8,west_welmwood,2119
2,1,691,poor,34,northwest,2831.436
1,1,610,poor,49,northwest,1505.316
0,1,410,great,2,east_elmwood,2287
2,1,529,great,2,east_elmwood,3606
0,1,273,good,0,west_welmwood,1656
0,1,482,poor,55,northwest,1208.07
0,1,170,good,10,west_welmwood,1421
1,1,565,good,2,west_welmwood,2001
1,1,712,good,2,west_welmwood,2186
0,1,246,poor,16,northwest,1465
1,1,379,good,12,west_welmwood,1725
2,1,575,good,3,west_welmwood,3095
1,1,477,good,4,west_welmwood,1900
3,2,1081,good,9,west_welmwood,4847
2,1,908,good,13,west_welmwood,3348
3,2,1119,poor,47,northwest,4285.38
3,2,943,good,13,west_welmwood,4693
2,1,763,good,2,west_welmwood,3339
3,2,1192,poor,39,northwest,4454.06
2,1,600,great,14,east_elmwood,3547
0,1,361,poor,60,northwest,1091.12
2,1,847,poor,29,northwest,3103.12
0,1,206,poor,42,northwest,1161.54
1,1,300,great,12,east_elmwood,2133
2,1,927,good,4,west_welmwood,3440
0,1,524,poor,15,northwest,1726
1,1,469,poor,38,northwest,1578.068
0,1,193,poor,40,northwest,1118.4
2,1,627,poor,29,northwest,2871.368
2,1,603,good,6,west_welmwood,3180
0,1,424,poor,21,northwest,1635.722
2,1,785,poor,28,northwest,3098.616
3,2,1020,poor,15,northwest,4676
2,1,526,great,3,east_elmwood,3602
2,1,555,good,11,west_welmwood,3089
2,1,730,great,7,east_elmwood,3781
3,2,1228,good,10,west_welmwood,4955
0,1,437,poor,30,northwest,1553.3
1,1,511,poor,31,northwest,1707.588
3,2,1125,great,7,east_elmwood,5430
2,1,838,poor,16,northwest,3259
2,1,736,great,4,east_elmwood,3837
2,1,591,great,3,east_elmwood,3670
0,1,537,good,9,west_welmwood,1858
2,1,690,good,3,west_welmwood,3216
0,1,475,poor,36,northwest,1438.448
0,1,245,great,9,east_elmwood,2039
2,1,568,good,0,west_welmwood,3137
1,1,466,poor,23,northwest,1753.416
0,1,489,great,12,east_elmwood,2311
1,1,727,good,4,west_welmwood,2217
2,1,541,good,0,west_welmwood,3148
2,1,531,good,10,west_welmwood,3053
0,1,548,good,3,west_welmwood,1931
1,1,548,good,8,west_welmwood,1975
1,1,394,good,6,west_welmwood,1800
3,2,1231,good,12,west_welmwood,4988
2,1,532,great,3,east_elmwood,3614
0,1,256,good,4,west_welmwood,1582
2,1,613,good,1,west_welmwood,3202
3,2,1186,good,13,west_welmwood,4928
1,1,432,good,1,west_welmwood,1910
1,1,351,good,7,west_welmwood,1804
1,1,300,poor,27,northwest,1506.608
0,1,325,poor,51,northwest,1144.36
3,2,1101,great,11,east_elmwood,5388
3,2,1029,good,0,west_welmwood,4831
1,1,662,great,14,east_elmwood,2517
2,1,611,poor,48,northwest,2616.768
3,2,1155,good,7,west_welmwood,4951
2,1,683,great,14,east_elmwood,3670
0,1,361,great,13,east_elmwood,2098
1,1,589,poor,20,northwest,1872
2,1,764,poor,40,northwest,2798.4
1,1,522,good,12,west_welmwood,1945
0,1,227,poor,52,northwest,1048.32
2,1,525,good,3,west_welmwood,3112
2,1,656,good,4,west_welmwood,3234
1,1,630,poor,61,northwest,1381.59
3,2,842,great,14,east_elmwood,5011
0,1,520,poor,33,northwest,1511.648
3,2,1013,poor,46,northwest,4174.044
2,1,747,poor,20,northwest,3170
0,1,217,great,1,east_elmwood,2075
0,1,134,poor,31,northwest,1158.93
3,2,813,good,7,west_welmwood,4622
2,1,722,good,0,west_welmwood,3337
2,1,710,poor,45,northwest,2702.75
1,1,377,great,7,east_elmwood,2353
3,2,1169,poor,57,northwest,4112.366
3,2,881,good,4,west_welmwood,4641
0,1,415,great,5,east_elmwood,2283
1,1,401,poor,17,northwest,1705
1,1,552,poor,64,northwest,1331.52
3,2,894,good,9,west_welmwood,4639
2,1,925,good,8,west_welmwood,3414
2,1,661,good,10,west_welmwood,3135
0,1,233,poor,54,northwest,1046.636
0,1,264,poor,15,northwest,1521
1,1,445,poor,48,northwest,1399.008
2,1,849,good,10,west_welmwood,3308
2,1,852,poor,31,northwest,3047.448
2,1,901,great,6,east_elmwood,3977
2,1,934,great,14,east_elmwood,3876
1,1,691,good,12,west_welmwood,2021
2,1,722,great,9,east_elmwood,3734
3,2,1000,good,9,west_welmwood,4741
2,1,573,great,3,east_elmwood,3598
1,1,732,poor,42,northwest,1776.248
0,1,319,great,13,east_elmwood,2068
0,1,101,poor,53,northwest,881.696
2,1,838,poor,42,northwest,2918.668
2,1,518,poor,57,northwest,2380.746
2,1,876,great,6,east_elmwood,3893
0,1,482,good,13,west_welmwood,1741
2,1,789,good,7,west_welmwood,3342
3,2,955,poor,18,northwest,4627
0,1,102,great,5,east_elmwood,1924
0,1,373,poor,50,northwest,1221.06
3,2,1056,poor,25,northwest,4632.21
0,1,184,great,1,east_elmwood,2098
0,1,107,good,14,west_welmwood,1373
0,1,430,good,3,west_welmwood,1813
0,1,255,poor,26,northwest,1365.416
3,2,1242,great,12,east_elmwood,5514
3,2,1124,good,13,west_welmwood,4817
2,1,833,great,2,east_elmwood,3943
0,1,417,good,11,west_welmwood,1660
0,1,254,good,8,west_welmwood,1566
1,1,481,good,4,west_welmwood,1986
2,1,611,good,4,west_welmwood,3193
1,1,639,poor,20,northwest,1948
0,1,455,good,7,west_welmwood,1799
2,1,881,poor,54,northwest,2705.596
1,1,364,great,12,east_elmwood,2225
0,1,172,good,8,west_welmwood,1444
1,1,643,great,1,east_elmwood,2637
2,1,663,good,4,west_welmwood,3269
2,1,931,good,5,west_welmwood,3524
3,2,1143,great,2,east_elmwood,5488
2,1,681,good,13,west_welmwood,3185
1,1,426,good,11,west_welmwood,1857
3,2,1070,great,3,east_elmwood,5342
1,1,388,good,14,west_welmwood,1744
1,1,722,good,2,west_welmwood,2219
2,1,621,great,3,east_elmwood,3665
3,2,1018,poor,45,northwest,4229.4
3,2,845,poor,39,northwest,4121.208
0,1,323,poor,24,northwest,1516.768
1,1,558,good,11,west_welmwood,1917
2,1,813,great,10,east_elmwood,3819
1,1,601,poor,36,northwest,1714.328
1,1,617,good,8,west_welmwood,1999
2,1,851,good,4,west_welmwood,3414
2,1,828,good,14,west_welmwood,3248
3,2,825,good,0,west_welmwood,4711
1,1,386,good,13,west_welmwood,1713
3,2,895,good,2,west_welmwood,4769
1,1,443,good,14,west_welmwood,1845
3,2,846,poor,56,northwest,3827.072
3,2,896,great,2,east_elmwood,5257
3,2,1014,poor,40,northwest,4302.72
1,1,378,good,8,west_welmwood,1807
3,2,1126,poor,41,northwest,4359.858
2,1,929,poor,47,northwest,2874.894
2,1,739,poor,57,northwest,2549.278
3,2,1145,good,13,west_welmwood,4887
1,1,667,poor,54,northwest,1473.492
2,1,836,good,4,west_welmwood,3361
2,1,758,good,9,west_welmwood,3265
3,2,824,good,8,west_welmwood,4570
1,1,506,good,12,west_welmwood,1895
1,1,544,poor,62,northwest,1308.964
0,1,121,good,2,west_welmwood,1512
1,1,638,poor,34,northwest,1709.748
0,1,135,good,4,west_welmwood,1480
1,1,385,good,3,west_welmwood,1874
2,1,589,great,8,east_elmwood,3651
0,1,511,good,4,west_welmwood,1905
2,1,663,poor,63,northwest,2366.346
1,1,739,poor,56,northwest,1556.256
1,1,610,poor,39,northwest,1609.426
3,2,818,great,8,east_elmwood,5081
3,2,1202,good,5,west_welmwood,4988
0,1,164,good,7,west_welmwood,1496
0,1,336,poor,60,northwest,1060.76
3,2,1243,good,10,west_welmwood,4950
2,1,563,great,11,east_elmwood,3503
1,1,425,good,10,west_welmwood,1818
2,1,849,poor,45,northwest,2843.35
1,1,701,good,2,west_welmwood,2170
1,1,689,great,11,east_elmwood,2557
3,2,958,poor,61,northwest,3857.436
2,1,732,poor,16,northwest,3201
1,1,318,poor,49,northwest,1288.656
1,1,471,good,8,west_welmwood,1852
0,1,378,great,3,east_elmwood,2205
1,1,582,poor,30,northwest,1764
1,1,326,great,12,east_elmwood,2239
1,1,307,good,0,west_welmwood,1856
3,2,1206,good,10,west_welmwood,4955
1,1,547,great,13,east_elmwood,2367
0,1,215,good,10,west_welmwood,1530
1,1,454,good,2,west_welmwood,1889
1,1,367,great,5,east_elmwood,2319
1,1,373,good,4,west_welmwood,1831
3,2,921,good,12,west_welmwood,4672
0,1,230,great,5,east_elmwood,2105
3,2,1110,poor,47,northwest,4239.972
3,2,1148,good,9,west_welmwood,4891
0,1,190,great,14,east_elmwood,1922
0,1,480,great,7,east_elmwood,2324
2,1,921,poor,39,northwest,2991.82
0,1,127,great,9,east_elmwood,1948
1,1,528,great,5,east_elmwood,2450
1,1,710,good,5,west_welmwood,2193
0,1,349,great,12,east_elmwood,2117
0,1,467,good,13,west_welmwood,1692
3,2,1137,poor,21,northwest,4803.374
0,1,394,poor,40,northwest,1377.6
1,1,659,great,6,east_elmwood,2646
0,1,410,poor,53,northwest,1165.632
3,2,1158,poor,54,northwest,4160.448
0,1,401,poor,52,northwest,1228.032
1,1,641,poor,46,northwest,1592.64
1,1,599,great,6,east_elmwood,2552
1,1,614,good,4,west_welmwood,2103
0,1,443,good,8,west_welmwood,1759
0,1,266,poor,44,northwest,1138.592
1,1,627,good,10,west_welmwood,1985
0,1,476,poor,30,northwest,1499.4
1,1,657,good,3,west_welmwood,2163
2,1,839,poor,35,northwest,2980.81
3,2,868,poor,28,northwest,4375.848
1,1,454,good,12,west_welmwood,1809
0,1,319,poor,63,northwest,994.432
1,1,537,poor,56,northwest,1399.424
3,2,1235,great,6,east_elmwood,5500
0,1,123,good,13,west_welmwood,1393
0,1,249,great,10,east_elmwood,2060
2,1,817,great,4,east_elmwood,3866
2,1,711,poor,43,northwest,2749.428
1,1,479,good,0,west_welmwood,1978
0,1,361,poor,27,northwest,1518.44
3,2,918,poor,45,northwest,4112.55
2,1,554,good,11,west_welmwood,3017
1,1,314,poor,23,northwest,1533.742
2,1,766,good,0,west_welmwood,3387
3,2,947,good,2,west_welmwood,4765
0,1,245,great,7,east_elmwood,2066
1,1,551,good,3,west_welmwood,1971
3,2,1166,good,3,west_welmwood,5008
3,2,1064,good,12,west_welmwood,4793
3,2,1102,poor,26,northwest,4654.468
0,1,323,good,7,west_welmwood,1603
3,2,991,great,3,east_elmwood,5325
0,1,239,poor,18,northwest,1500
3,2,1037,good,6,west_welmwood,4815
2,1,949,good,8,west_welmwood,3489
1,1,442,good,12,west_welmwood,1865
3,2,901,great,2,east_elmwood,5212
3,2,898,good,3,west_welmwood,4765
3,2,1090,poor,59,northwest,4027.296
1,1,747,great,0,east_elmwood,2754
2,1,719,great,2,east_elmwood,3842
0,1,473,good,0,west_welmwood,1915
1,1,483,good,2,west_welmwood,1957
2,1,773,good,10,west_welmwood,3303
3,2,852,good,6,west_welmwood,4659
1,1,691,great,8,east_elmwood,2610
2,1,763,good,1,west_welmwood,3397
2,1,560,poor,46,northwest,2593.728
2,1,581,great,5,east_elmwood,3616
0,1,296,good,10,west_welmwood,1599
2,1,585,great,6,east_elmwood,3634
1,1,535,good,12,west_welmwood,1928
1,1,698,poor,35,northwest,1790.62
2,1,629,poor,50,northwest,2533.3
0,1,104,poor,61,northwest,865.674
2,1,904,good,14,west_welmwood,3386
3,2,1100,great,10,east_elmwood,5348
0,1,212,poor,15,northwest,1414
1,1,491,poor,38,northwest,1520.228
2,1,862,great,5,east_elmwood,3869
3,2,900,poor,59,northwest,3830.91
3,2,867,good,5,west_welmwood,4617
1,1,362,great,12,east_elmwood,2216
1,1,576,great,14,east_elmwood,2422
0,1,300,great,5,east_elmwood,2181
3,2,1017,poor,33,northwest,4370.338
2,1,546,great,1,east_elmwood,3672
2,1,589,poor,48,northwest,2576.176
1,1,517,good,5,west_welmwood,1948
0,1,289,great,13,east_elmwood,2066
0,1,272,poor,27,northwest,1398.148
3,2,1222,good,2,west_welmwood,5038
0,1,410,good,8,west_welmwood,1742
3,2,1199,good,1,west_welmwood,5084
1,1,477,good,2,west_welmwood,1948
2,1,727,poor,61,northwest,2485.944
2,1,516,good,10,west_welmwood,3018
1,1,375,poor,45,northwest,1368
3,2,959,good,1,west_welmwood,4800
3,2,1031,great,4,east_elmwood,5380
1,1,465,good,11,west_welmwood,1810
3,2,1181,good,7,west_welmwood,4930
0,1,307,poor,63,northwest,1023.68
3,2,1170,good,11,west_welmwood,4880
3,2,1093,great,7,east_elmwood,5356
3,2,1219,good,9,west_welmwood,4951
2,1,539,poor,42,northwest,2589.804
1,1,462,great,1,east_elmwood,2462
3,2,1211,good,5,west_welmwood,5032
0,1,530,good,13,west_welmwood,1837
0,1,177,good,5,west_welmwood,1496
0,1,116,good,14,west_welmwood,1424
0,1,494,poor,45,northwest,1418.35
1,1,685,good,4,west_welmwood,2173
0,1,515,great,7,east_elmwood,2389
1,1,398,good,1,west_welmwood,1900
0,1,408,good,0,west_welmwood,1839
1,1,694,good,0,west_welmwood,2165
0,1,499,great,5,east_elmwood,2324
1,1,558,good,6,west_welmwood,1974
2,1,603,poor,63,northwest,2385.54
0,1,448,great,9,east_elmwood,2260
2,1,818,good,3,west_welmwood,3409
1,1,586,great,4,east_elmwood,2535
2,1,770,poor,30,northwest,3051.72
1,1,675,good,13,west_welmwood,2053
3,2,1024,poor,28,northwest,4487.04
2,1,532,good,12,west_welmwood,3019
3,2,816,poor,47,northwest,3982.66
2,1,838,good,8,west_welmwood,3341
3,2,1059,great,4,east_elmwood,5329
1,1,637,good,3,west_welmwood,2119
0,1,464,good,3,west_welmwood,1799
2,1,767,good,4,west_welmwood,3288
2,1,577,great,5,east_elmwood,3618
1,1,403,poor,28,northwest,1593.096
2,1,751,good,8,west_welmwood,3255
0,1,304,great,2,east_elmwood,2219
2,1,868,poor,41,northwest,2905.614
0,1,440,great,9,east_elmwood,2293
2,1,729,great,1,east_elmwood,3806
2,1,772,good,12,west_welmwood,3281
1,1,551,poor,18,northwest,1840
1,1,319,poor,44,northwest,1343.272
1,1,644,poor,63,northwest,1356.376
1,1,586,poor,23,northwest,1850.828
3,2,893,poor,31,northwest,4320.804
1,1,413,great,3,east_elmwood,2343
1,1,721,good,14,west_welmwood,2031
2,1,844,good,7,west_welmwood,3358
3,2,1247,good,9,west_welmwood,4992
1,1,686,great,6,east_elmwood,2623
3,2,975,good,8,west_welmwood,4701
0,1,487,good,13,west_welmwood,1722
0,1,115,good,5,west_welmwood,1500
1,1,555,poor,45,northwest,1527.6
0,1,194,good,5,west_welmwood,1550
2,1,683,poor,40,northwest,2740.8
0,1,498,good,11,west_welmwood,1751
0,1,540,poor,44,northwest,1443.232
3,2,1138,good,1,west_welmwood,4982
1,1,518,great,1,east_elmwood,2486
2,1,667,poor,37,northwest,2833.278
2,1,935,good,2,west_welmwood,3512
3,2,1160,great,4,east_elmwood,5431
0,1,167,good,13,west_welmwood,1401
2,1,878,poor,53,northwest,2772.112
2,1,705,good,5,west_welmwood,3267
0,1,256,good,3,west_welmwood,1657
2,1,886,good,11,west_welmwood,3369
2,1,864,great,0,east_elmwood,3929
1,1,523,good,0,west_welmwood,2046
2,1,924,poor,46,northwest,2896.14
1,1,486,great,13,east_elmwood,2383
1,1,353,good,6,west_welmwood,1744
0,1,133,poor,30,northwest,1163.26
1,1,577,poor,22,northwest,1876.464
1,1,499,great,6,east_elmwood,2486
0,1,325,great,1,east_elmwood,2170
1,1,578,poor,37,northwest,1629.642
3,2,1032,good,12,west_welmwood,4788
0,1,229,good,2,west_welmwood,1564
1,1,539,great,14,east_elmwood,2353
0,1,538,good,10,west_welmwood,1882
2,1,564,good,9,west_welmwood,3047
2,1,697,great,5,east_elmwood,3766
2,1,629,good,13,west_welmwood,3132
0,1,530,great,14,east_elmwood,2329
2,1,688,good,9,west_welmwood,3235
2,1,925,good,1,west_welmwood,3469
1,1,537,good,8,west_welmwood,1988
3,2,1029,great,13,east_elmwood,5294
1,1,712,good,0,west_welmwood,2230
3,2,898,good,10,west_welmwood,4610
2,1,749,good,9,west_welmwood,3249
1,1,747,good,11,west_welmwood,2164
0,1,267,poor,33,northwest,1262.304
3,2,1117,poor,44,northwest,4271.624
1,1,581,poor,59,northwest,1407.894
1,1,687,poor,47,northwest,1638.472
2,1,683,good,0,west_welmwood,3254
1,1,587,poor,18,northwest,1908
0,1,477,poor,44,northwest,1396.584
3,2,944,good,13,west_welmwood,4625
0,1,511,great,1,east_elmwood,2420
3,2,932,poor,36,northwest,4301.792
0,1,347,good,8,west_welmwood,1686
