Name,NetWorth,Country,Source,Rank,Age,Industry
John Foley,$1.5 B,United States,Peloton,2035,49,Technology
Geng Diangen,$1.5 B,China,Internet,2035,64,Technology
Alan Gerry,$1.5 B,United States,cable television,2035,92,Media & Entertainment
Esther Grether,$1.5 B,Switzerland,art collection,2035,85,Fashion & Retail
Bill Gross,$1.5 B,United States,investments,2035,76,Finance & Investments
Sue Gross,$1.5 B,United States,investments,2035,71,Finance & Investments
Guo Ziwen,$1.5 B,China,real estate,2035,57,Real Estate
Torstein Hagen,$1.5 B,Norway,cruises,2035,78,Service
Huang Wen Tsai,$1.5 B,China,real estate,2035,67,Real Estate
Huang Wenbiao,$1.5 B,China,soy sauce,2035,53,Food & Beverage
Huh Jae-myung,$1.5 B,South Korea,electric components,2035,49,Manufacturing
Ke Xiping & family,$1.5 B,China,investments,2035,60,Diversified
Kim Jun-ki,$1.5 B,South Korea,diversified,2035,76,Diversified
Seth Klarman,$1.5 B,United States,investments,2035,63,Finance & Investments
Pyotr Kondrashev,$1.5 B,Russia,investments,2035,71,Manufacturing
Raymond Kwok,$1.5 B,Hong Kong,real estate,2035,67,Real Estate
Heikki Kyostila,$1.5 B,Finland,dental products,2035,75,Healthcare
Arvind Lal,$1.5 B,India,medical diagnostics,2035,71,Healthcare
Anthony Langley,$1.5 B,United Kingdom,manufacturing,2035,66,Diversified
Christian Latouche,$1.5 B,France,accounting services,2035,80,Finance & Investments
Gary Lauder,$1.5 B,United States,Estée Lauder,2035,58,Fashion & Retail
James Leininger,$1.5 B,United States,medical products,2035,76,Healthcare
Lin Zhijun,$1.5 B,China,medical devices,2035,45,Healthcare
Lin Zhixiong & family,$1.5 B,China,medical devices,2035,47,Healthcare
Vladimir Litvinenko,$1.5 B,Russia,chemical industry,2035,65,Manufacturing
Liu Xiucai & family,$1.5 B,United States,chemicals,2035,64,Manufacturing
Lu Zongjun,$1.5 B,China,logistics,2035,57,Logistics
Duncan MacMillan,$1.5 B,United States,Bloomberg LP,2035,83,Finance & Investments
Youssef Mansour,$1.5 B,Egypt,diversified,2035,75,Diversified
George Marcus,$1.5 B,United States,real estate,2035,79,Real Estate
Strive Masiyiwa,$1.5 B,Zimbabwe,telecom,2035,60,Telecom
Billy Joe (Red) McCombs,$1.5 B,United States,"real estate, oil, cars, sports",2035,93,Diversified
Lorinc Meszaros,$1.5 B,Hungary,diversified,2035,55,Diversified
Jerry Moyes,$1.5 B,United States,transportation,2035,77,Logistics
Marius Nacht,$1.5 B,Israel,software,2035,55,Technology
Ezra Nahmad,$1.5 B,Monaco,art,2035,75,Finance & Investments
Niti Osathanugrah,$1.5 B,Thailand,"energy drinks,investments",2035,47,Finance & Investments
Alberto Palatchi,$1.5 B,Spain,wedding dresses,2035,71,Fashion & Retail
Sushilkumar Parekh,$1.5 B,India,adhesives,2035,88,Manufacturing
Lirio Parisotto,$1.5 B,Brazil,investments,2035,67,Finance & Investments
Mark Pincus,$1.5 B,United States,online games,2035,55,Technology
Michael Polsky,$1.5 B,United States,Electric power,2035,72,Energy
P.V.Krishna Reddy,$1.5 B,India,infrastructure,2035,51,Construction & Engineering
Prathap Reddy,$1.5 B,India,healthcare,2035,89,Healthcare
Satish Reddy,$1.5 B,India,pharmaceuticals,2035,53,Healthcare
Ren Jinsheng & family,$1.5 B,China,pharmaceutical,2035,58,Healthcare
Helena Revoredo,$1.5 B,Spain,security services,2035,74,Service
Matthew Roszak,$1.5 B,United States,cryptocurrency,2035,48,Finance & Investments
Vinod Saraf,$1.5 B,India,chemicals,2035,68,Manufacturing
Fayez Sarofim,$1.5 B,United States,money management,2035,92,Finance & Investments
Steven Schuurman,$1.5 B,Netherlands,software,2035,45,Technology
Basudeo Singh,$1.5 B,India,pharmaceuticals,2035,80,Healthcare
Ryan Smith,$1.5 B,United States,cloud computing,2035,42,Technology
Peter Sondakh,$1.5 B,Indonesia,investments,2035,71,Finance & Investments
Sun Qinghuan,$1.5 B,China,lighting,2035,47,Technology
Sun Yonghui,$1.5 B,China,LCD main board,2035,50,Technology
Luc Tack,$1.5 B,Belgium,"textile, chemicals",2035,59,Manufacturing
Fernando Trajano,$1.5 B,Brazil,retail,2035,N/A,Fashion & Retail
August Troendle,$1.5 B,United States,pharmaceutical services,2035,65,Healthcare
Kenny Troutt,$1.5 B,United States,telecom,2035,73,Telecom
John Van Lieshout,$1.5 B,Australia,real estate,2035,75,Real Estate
Radha Vembu,$1.5 B,India,business software,2035,48,Technology
Wang Huiwen,$1.5 B,China,e-commerce,2035,43,Technology
Wang Wenbiao,$1.5 B,China,"natural gas, fertilizers",2035,64,Manufacturing
Wang Yaohai,$1.5 B,China,lighting,2035,54,Technology
Wang Zelong,$1.5 B,China,chemicals,2035,24,Metals & Mining
Wang Zhentao & family,$1.5 B,China,vaccine & shoes,2035,55,Healthcare
Wen Yilong,$1.5 B,China,e-cigarettes,2035,32,Manufacturing
Thomas Wu,$1.5 B,Taiwan,finance,2035,71,Finance & Investments
Wu Zhenxing,$1.5 B,China,soy sauce,2035,51,Food & Beverage
Xiang Guangming & family,$1.5 B,China,waste disposal,2035,57,Manufacturing
Xu Gang,$1.5 B,China,Chemicals,2035,57,Manufacturing
Xu Wanmao,$1.5 B,China,education,2035,76,Service
Jane Yan & family,$1.5 B,China,software,2035,51,Technology
Ye Cheng,$1.5 B,China,conglomerate,2035,59,Diversified
Yi Dasheng,$1.5 B,China,conglomerate,2035,60,Diversified
Yu Rong,$1.5 B,China,health clinics,2035,49,Healthcare
Yuan Zhimin & family,$1.5 B,China,plastics,2035,60,Manufacturing
Zeng Chaolin,$1.5 B,China,Aluminium,2035,38,Metals & Mining
Zhong Sheng Jian,$1.5 B,Singapore,real estate,2035,63,Real Estate
Zhou Jian,$1.5 B,China,robotics,2035,44,Technology
Zhu Yiming,$1.5 B,China,semiconductors,2035,48,Technology
Zhuang Kuilong & family,$1.5 B,China,polyester,2035,58,Manufacturing
Anu Aga,$1.4 B,India,engineering,2141,78,Construction & Engineering
Farkhad Akhmedov,$1.4 B,Russia,investments,2141,65,Energy
Alberto Alcocer,$1.4 B,Spain,investments,2141,78,Finance & Investments
Alexandra Andresen,$1.4 B,Norway,investments,2141,24,Diversified
Katharina Andresen,$1.4 B,Norway,investments,2141,25,Diversified
Mori Arkin,$1.4 B,Israel,pharmaceuticals,2141,68,Healthcare
Clifford Asness,$1.4 B,United States,money management,2141,54,Finance & Investments
Nigel Austin,$1.4 B,Australia,retail,2141,50,Fashion & Retail
Ziv Aviram,$1.4 B,Israel,automotive technology,2141,62,Automotive
Louis Bacon,$1.4 B,United States,hedge funds,2141,64,Finance & Investments
Samuel Barata,$1.4 B,Brazil,drugstores,2141,83,Fashion & Retail
Angela Bennett,$1.4 B,Australia,mining,2141,77,Metals & Mining
Maurizio Billi,$1.4 B,Brazil,generic drugs,2141,63,Healthcare
Zadik Bino & family,$1.4 B,Israel,"banking, oil",2141,77,Diversified
Anna Maria Braun,$1.4 B,Germany,medical technology,2141,42,Healthcare
Johanna Braun,$1.4 B,Germany,medical technology,2141,41,Healthcare
Karl Friedrich Braun,$1.4 B,Germany,medical technology,2141,38,Healthcare
Cai Hao & family,$1.4 B,China,solar energy,2141,50,Manufacturing
Binod Chaudhary,$1.4 B,Nepal,diversified,2141,65,Diversified
Chen Liying,$1.4 B,China,package delivery,2141,45,Logistics
Chen Qixing,$1.4 B,China,electronics components,2141,61,Technology
Chen Zhuolin,$1.4 B,China,real estate,2141,59,Real Estate
Fernando Chico Pardo,$1.4 B,Mexico,airport management,2141,69,Service
Jean-Paul Clozel,$1.4 B,Switzerland,pharmaceuticals,2141,66,Healthcare
Jim Crane,$1.4 B,United States,"logistics, baseball",2141,67,Sports
Ana Lucia de Mattos Barretto Villela,$1.4 B,Brazil,banking,2141,47,Finance & Investments
Darwin Deason,$1.4 B,United States,software,2141,80,Service
Sefik Yilmaz Dizdar,$1.4 B,Turkey,fashion retail,2141,83,Fashion & Retail
James Duff,$1.4 B,United States,"tires, diversified",2141,60,Diversified
Thomas Duff,$1.4 B,United States,"tires, diversified",2141,64,Diversified
Keith Dunleavy & family,$1.4 B,United States,health IT,2141,51,Healthcare
Fang Zhancheng,$1.4 B,China,soy sauce,2141,N/A,Food & Beverage
Lloyd Frink,$1.4 B,United States,Zillow,2141,56,Real Estate
Gao Yunfeng,$1.4 B,China,industrial lasers,2141,54,Manufacturing
Jayme Garfinkel,$1.4 B,Brazil,insurance,2141,75,Finance & Investments
Balkrishan Goenka,$1.4 B,India,textiles,2141,54,Manufacturing
Jitse Groen,$1.4 B,Netherlands,food delivery service,2141,42,Food & Beverage
Mimi Haas,$1.4 B,United States,Levi's jeans,2141,74,Fashion & Retail
Richard Hayne,$1.4 B,United States,Urban Outfitters,2141,73,Fashion & Retail
He Ningning,$1.4 B,China,electronic components,2141,50,Manufacturing
He Yamin & family,$1.4 B,China,manufacturing,2141,64,Manufacturing
Timothy Headington,$1.4 B,United States,"oil & gas, investments",2141,70,Energy
Christian Herz,$1.4 B,Germany,coffee,2141,N/A,Finance & Investments
Michaela Herz,$1.4 B,Germany,coffee,2141,N/A,Finance & Investments
Daniel Hirschfeld,$1.4 B,United States,fashion retail,2141,79,Fashion & Retail
Francis Holder,$1.4 B,France,bakeries,2141,80,Food & Beverage
Hu Chengzhong,$1.4 B,China,manufacturing,2141,60,Manufacturing
Hu Gengxi & family,$1.4 B,China,Bio-Pharma,2141,57,Healthcare
Huang Hongyun & family,$1.4 B,China,real estate,2141,54,Real Estate
Huang Jian,$1.4 B,China,home appliance,2141,54,Manufacturing
Huang Weibin,$1.4 B,China,home appliances,2141,53,Manufacturing
Huang Xiaofen & family,$1.4 B,China,printed circuit boards,2141,59,Technology
Archie Hwang,$1.4 B,Taiwan,semiconductors,2141,68,Technology
Jay-Z,$1.4 B,United States,Multiple,2141,51,Media & Entertainment
Johan Johannson,$1.4 B,Norway,grocery stores,2141,54,Fashion & Retail
Scott Kapnick,$1.4 B,United States,private equity,2141,62,Finance & Investments
Sidney Kimmel,$1.4 B,United States,retail,2141,93,Fashion & Retail
Christine Knauf,$1.4 B,Germany,building materials,2141,N/A,Manufacturing
Karl Knauf,$1.4 B,Germany,building materials,2141,N/A,Manufacturing
Andrei Kosogov,$1.4 B,Russia,Banking,2141,60,Energy
Guilherme Peirao Leal,$1.4 B,Brazil,cosmetics,2141,71,Fashion & Retail
Theodore Leonsis,$1.4 B,United States,sports teams,2141,65,Sports
Li Denghai,$1.4 B,China,seed production,2141,71,Food & Beverage
Liang Qin & family,$1.4 B,China,semiconductor devices,2141,49,Technology
Liang Yaoming,$1.4 B,China,diagnostics,2141,57,Healthcare
Liu Hua,$1.4 B,China,infant formula,2141,48,Food & Beverage
Liu Xuejing & family,$1.4 B,China,"copper, poultry",2141,70,Diversified
Anatoly Lomakin,$1.4 B,Russia,investments,2141,68,Metals & Mining
Lu Rongfu,$1.4 B,China,telecommunication,2141,50,Telecom
Antonio Marcegaglia,$1.4 B,Italy,steel,2141,57,Metals & Mining
Emma Marcegaglia,$1.4 B,Italy,steel,2141,55,Metals & Mining
Ilson Mateus,$1.4 B,Brazil,supermarkets,2141,58,Fashion & Retail
Terence (Terry) Matthews,$1.4 B,Canada,telecom,2141,78,Telecom
Trevor Milton,$1.4 B,United States,★,2141,39,Automotive
Nirmal Minda,$1.4 B,India,auto parts,2141,63,Automotive
Robert Mouawad,$1.4 B,Lebanon,fine jewelry,2141,76,Service
Judith Neilson,$1.4 B,Australia,investments,2141,75,Finance & Investments
Kerr Neilson,$1.4 B,Australia,Investments,2141,71,Finance & Investments
Vadim Novinsky,$1.4 B,Ukraine,steel,2141,57,Metals & Mining
John Ocampo,$1.4 B,United States,semiconductors,2141,62,Technology
Jonathan Oringer,$1.4 B,United States,stock photos,2141,46,Technology
Andreas Pohl,$1.4 B,Germany,mutual funds,2141,56,Finance & Investments
"Reinfried Pohl, Jr.",$1.4 B,Germany,mutual funds,2141,61,Finance & Investments
Qi Jinxing,$1.4 B,China,real estate,2141,59,Real Estate
Qian Jinghong,$1.4 B,China,electric scooters,2141,48,Automotive
Vito Rodriguez Rodriguez,$1.4 B,Peru,processed milk,2141,82,Diversified
Oliver Samwer,$1.4 B,Germany,tech investments,2141,47,Technology
Martin Selig,$1.4 B,United States,real estate,2141,83,Real Estate
Airat Shaimiev,$1.4 B,Russia,"refinery, chemicals",2141,59,Energy
Amnon Shashua,$1.4 B,Israel,automotive technology,2141,60,Automotive
Nobutoshi Shimamura,$1.4 B,Japan,retail,2141,95,Fashion & Retail
Michael Spencer,$1.4 B,United Kingdom,stock exchange,2141,65,Finance & Investments
Edward Stack,$1.4 B,United States,Dick's Sporting Goods,2141,66,Fashion & Retail
Thomas Steyer,$1.4 B,United States,hedge funds,2141,63,Finance & Investments
Tan Ruiqing,$1.4 B,China,chemicals,2141,54,Manufacturing
Itaru Tanimura,$1.4 B,Japan,heathcare,2141,56,Healthcare
Sukanto Tanoto,$1.4 B,Indonesia,diversified,2141,71,Diversified
Alexander Tedja,$1.4 B,Indonesia,real estate,2141,75,Real Estate
Jim Thompson,$1.4 B,United States,logistics,2141,81,Logistics
Jonathan Tisch,$1.4 B,United States,"insurance, NFL team",2141,67,Diversified
Wilma Tisch,$1.4 B,United States,diversified,2141,93,Finance & Investments
Gisele Trajano,$1.4 B,Brazil,retail,2141,N/A,Fashion & Retail
Jayshree Ullal,$1.4 B,United States,computer networking,2141,60,Technology
Vardis Vardinoyannis & family,$1.4 B,Greece,oil and gas,2141,88,Energy
Sunny Varkey,$1.4 B,India,education,2141,63,Service
Wang Jianfeng & family,$1.4 B,China,auto parts,2141,51,Automotive
Wang Junjin,$1.4 B,China,airline,2141,52,Service
Wang Mingwang,$1.4 B,China,electronics components,2141,53,Manufacturing
Wang Xiaoshen,$1.4 B,China,lithium,2141,52,Manufacturing
Werner O. Weber,$1.4 B,Switzerland,electronic components,2141,82,Manufacturing
Drorit Wertheim,$1.4 B,Israel,Coca Cola Israel,2141,65,Food & Beverage
"Alfred West, Jr.",$1.4 B,United States,money management,2141,78,Finance & Investments
Wu Po Sum,$1.4 B,China,real estate,2141,70,Real Estate
Xie Ketao,$1.4 B,China,education,2141,57,Service
Swift Xie,$1.4 B,China,drones,2141,41,Technology
Yu Guo,$1.4 B,China,education,2141,59,Service
"Richard Yuengling, Jr.",$1.4 B,United States,beer,2141,78,Food & Beverage
Clayton Zekelman,$1.4 B,Canada,steel,2141,52,Manufacturing
Zheng Hong & family,$1.4 B,China,electronics,2141,70,Technology
Shusheng Zheng,$1.4 B,China,telecom,2141,55,Telecom
Zhuo Jun,$1.4 B,Hong Kong,printed circuit boards,2141,55,Manufacturing
Inigo Zobel,$1.4 B,Philippines,Diversified,2141,64,Diversified
Sanjay Agarwal,$1.3 B,India,banking,2263,50,Finance & Investments
Hamad bin Jassim bin Jaber Al Thani,$1.3 B,Qatar,investments,2263,61,Finance & Investments
Nerio Alessandri,$1.3 B,Italy,gym equipment,2263,59,Manufacturing
Mika Anttonen,$1.3 B,Finland,oil & gas,2263,54,Energy
Ryuji Arai,$1.3 B,Japan,appliances,2263,74,Manufacturing
Mehmet Aydinlar,$1.3 B,Turkey,hospitals,2263,64,Healthcare
Achal Bakeri,$1.3 B,India,air coolers,2263,61,Manufacturing
Elena Baturina,$1.3 B,Russia,"investments, real estate",2263,58,Construction & Engineering
Othman Benjelloun & family,$1.3 B,Morocco,"banking, insurance",2263,88,Finance & Investments
Oleg Boyko,$1.3 B,Russia,diversified,2263,56,Diversified
Ludwig Theodor Braun,$1.3 B,Germany,medical technology,2263,31,Healthcare
Ana Maria Brescia Cafferata,$1.3 B,Peru,"mining, banking",2263,96,Diversified
Chris Britt,$1.3 B,United States,fintech,2263,48,Finance & Investments
Rafal Brzoska,$1.3 B,Poland,parcel lockers,2263,43,Logistics
Chuck Bundrant,$1.3 B,United States,fishing,2263,79,Food & Beverage
Pradip Burman,$1.3 B,India,consumer goods,2263,78,Food & Beverage
Cao Xiaochun,$1.3 B,China,pharmaceuticals,2263,52,Healthcare
Chang Pyung-soon,$1.3 B,South Korea,educational services,2263,70,Service
Jeffrey Cheah,$1.3 B,Malaysia,property,2263,76,Real Estate
Vivien Chen,$1.3 B,Hong Kong,real estate,2263,62,Real Estate
Cheng Lili,$1.3 B,China,poultry breeding,2263,56,Food & Beverage
Cho Jung-ho,$1.3 B,South Korea,finance,2263,62,Finance & Investments
Cho Jyh-jer,$1.3 B,Taiwan,semiconductors,2263,N/A,Technology
Chu Jian,$1.3 B,China,Manufacturing,2263,58,Manufacturing
Eduard Chukhlebov,$1.3 B,Russia,metallurgy,2263,57,Metals & Mining
Turgay Ciner,$1.3 B,Turkey,diversified,2263,65,Diversified
Tim Cook,$1.3 B,United States,Apple,2263,60,Technology
Richard Desmond,$1.3 B,United Kingdom,publishing,2263,69,Media & Entertainment
Du Shuanghua,$1.3 B,China,steel,2263,56,Manufacturing
Egon Durban,$1.3 B,United States,private equity,2263,47,Finance & Investments
Eduardo Eurnekian,$1.3 B,Argentina,"airports, investments",2263,88,Diversified
Fan Minhua,$1.3 B,China,pharmaceuticals,2263,59,Healthcare
Feng Chenhui,$1.3 B,United States,Electronics,2263,55,Technology
Feng Yi,$1.3 B,China,software,2263,47,Technology
John Goff,$1.3 B,United States,real estate,2263,66,Real Estate
Kenneth Hao,$1.3 B,United States,private equity,2263,52,Finance & Investments
Ayman Hariri,$1.3 B,Lebanon,"construction, investments",2263,42,Construction & Engineering
Michael Heine,$1.3 B,Australia,financial services,2263,71,Finance & Investments
Eduardo Hochschild,$1.3 B,Peru,mining,2263,57,Metals & Mining
Huang Dawen,$1.3 B,Hong Kong,silicon,2263,60,Manufacturing
Huang Shan,$1.3 B,China,software,2263,50,Technology
Jiang Ganjun,$1.3 B,China,home & office products,2263,57,Manufacturing
Conni Jonsson,$1.3 B,Sweden,asset management,2263,60,Finance & Investments
Zbigniew Juroszek & family,$1.3 B,Poland,"real estate, gambling",2263,58,Diversified
André Kasprzak,$1.3 B,Denmark,shoes,2263,34,Fashion & Retail
Anna Kasprzak,$1.3 B,Denmark,shoes,2263,31,Fashion & Retail
Peter Kelly,$1.3 B,United Kingdom,I.T.,2263,63,Technology
Kim Nam-jung,$1.3 B,South Korea,food,2263,48,Food & Beverage
Hemendra Kothari,$1.3 B,India,Financial Services,2263,74,Finance & Investments
Michael Krasny,$1.3 B,United States,retail,2263,67,Technology
Igor Kudryashkin,$1.3 B,Russia,metallurgy,2263,59,Metals & Mining
Bernard Lewis & family,$1.3 B,United Kingdom,fashion retailer,2263,95,Fashion & Retail
Li Tan,$1.3 B,China,pharmaceuticals,2263,56,Healthcare
Liang Guangwei,$1.3 B,China,conglomerate,2263,57,Manufacturing
Liang Jiankun & family,$1.3 B,China,cobalt mining,2263,59,Metals & Mining
Liu Jilu & family,$1.3 B,China,Logistics,2263,74,Logistics
Mangal Prabhat Lodha,$1.3 B,India,real estate,2263,65,Real Estate
Brandt Louie,$1.3 B,Canada,drugstores,2263,77,Food & Beverage
Lu Hongyan,$1.3 B,China,online games,2263,43,Media & Entertainment
Zhaoxi Lu,$1.3 B,China,e-commerce,2263,52,Technology
Ma Renhe,$1.3 B,China,"textiles, apparel",2263,61,Fashion & Retail
Deepak Mehta,$1.3 B,India,chemicals,2263,64,Manufacturing
Ulrike Meister,$1.3 B,Germany,appliances,2263,54,Manufacturing
Lidiya Mikhailova & family,$1.3 B,Russia,agribusiness,2263,63,Food & Beverage
Alan Miller & family,$1.3 B,United States,healthcare services,2263,83,Healthcare
Martin Moller Nielsen,$1.3 B,Denmark,aircraft leasing,2263,56,Logistics
Greg Mondre,$1.3 B,United States,private equity,2263,46,Finance & Investments
Yoshiko Mori,$1.3 B,Japan,real estate,2263,80,Real Estate
Bob Muglia,$1.3 B,United States,software,2263,61,Technology
George Alexander Muthoot,$1.3 B,India,financial services,2263,65,Finance & Investments
George Jacob Muthoot,$1.3 B,India,financial services,2263,68,Finance & Investments
George Thomas Muthoot,$1.3 B,India,financial services,2263,70,Finance & Investments
Ranjan Pai,$1.3 B,India,education,2263,48,Service
Antonio Percassi,$1.3 B,Italy,"real estate, diversified",2263,67,Diversified
Stefan Pierer,$1.3 B,Austria,automotive,2263,64,Automotive
Qiu Minxiu,$1.3 B,China,semiconductors,2263,75,Technology
Lily Safra,$1.3 B,Monaco,banking,2263,83,Finance & Investments
Nobutada Saji,$1.3 B,Japan,beverages,2263,75,Food & Beverage
Thomas Sandell,$1.3 B,Sweden,hedge funds,2263,60,Finance & Investments
Penny Sanford,$1.3 B,United States,real estate brokerage,2263,55,Real Estate
Ilya Scherbovich,$1.3 B,Russia,investments,2263,46,Finance & Investments
Gerald Schwartz,$1.3 B,Canada,finance,2263,79,Finance & Investments
Anatoly Sedykh,$1.3 B,Russia,steel pipes,2263,56,Metals & Mining
Radik Shaimiev,$1.3 B,Russia,"refinery, chemicals",2263,56,Energy
Shao Xiaofeng,$1.3 B,China,e-commerce,2263,55,Technology
Shi Xu,$1.3 B,Singapore,technology,2263,57,Technology
Shin Chang-jae,$1.3 B,South Korea,insurance,2263,67,Finance & Investments
Ron Sim,$1.3 B,Singapore,retail,2263,62,Fashion & Retail
Jasminder Singh & family,$1.3 B,United Kingdom,hotels,2263,70,Real Estate
Jared Smith,$1.3 B,United States,cloud computing,2263,46,Technology
Terry Snow,$1.3 B,Australia,"airports, real estate",2263,77,Real Estate
Petter Stordalen & family,$1.3 B,Norway,hotels,2263,58,Service
Dirk Stroeer,$1.3 B,Germany,advertising,2263,52,Media & Entertainment
Satoshi Suzuki,$1.3 B,Japan,cosmetics,2263,67,Fashion & Retail
Tang Zhuang,$1.3 B,United States,electronics,2263,48,Technology
Joop van den Ende,$1.3 B,Netherlands,TV shows,2263,79,Media & Entertainment
Masaru Wasami,$1.3 B,Japan,logistics,2263,75,Logistics
Wei Shaojun,$1.3 B,China,real estate,2263,58,Real Estate
Farris Wilks,$1.3 B,United States,natural gas,2263,69,Energy
Whitney Wolfe Herd,$1.3 B,United States,dating app,2263,31,Technology
Wu Yonghua,$1.3 B,China,apparel,2263,50,Fashion & Retail
Xia Shudong,$1.3 B,China,IT service,2263,48,Technology
Xiong Jun & family,$1.3 B,China,pharmaceuticals,2263,47,Healthcare
Xu Guangfu & family,$1.3 B,China,Daqo Group,2263,78,Energy
Yang Keng,$1.3 B,China,real estate,2263,60,Real Estate
Luis Enrique Yarur Rey,$1.3 B,Chile,banking,2263,70,Finance & Investments
Ye Qiongjiu,$1.3 B,China,software,2263,66,Technology
Yeh Kuo-I,$1.3 B,Taiwan,manufacturing,2263,79,Manufacturing
Yu Bangping & family,$1.3 B,China,coal mining,2263,53,Metals & Mining
Yu Jinkun & family,$1.3 B,China,transportation equipment,2263,78,Manufacturing
Patrick Zalupski,$1.3 B,United States,homebuilding,2263,40,Real Estate
Zhang Gongyun,$1.3 B,China,tyre manufacturing machinery,2263,58,Manufacturing
Zhou Chengjian,$1.3 B,China,fashion retail,2263,55,Fashion & Retail
Zhou Xiayun & family,$1.3 B,China,Education,2263,66,Service
Zhu Tao,$1.3 B,China,pharmaceutical,2263,48,Healthcare
Aras Agalarov,$1.2 B,Russia,real estate,2378,65,Fashion & Retail
Syed Mokhtar AlBukhary,$1.2 B,Malaysia,"engineering, energy, construction",2378,69,Construction & Engineering
Anant Asavabhokin,$1.2 B,Thailand,real estate,2378,70,Real Estate
Thomas Bailey,$1.2 B,United States,money management,2378,84,Finance & Investments
Shay Banon,$1.2 B,Israel,search engine,2378,43,Technology
Sachin Bansal,$1.2 B,India,flipkart,2378,39,Fashion & Retail
Christian Bertermann,$1.2 B,Germany,used car sales,2378,37,Automotive
Cao Kejian,$1.2 B,China,air compressors,2378,58,Manufacturing
Edouard Carmignac,$1.2 B,France,asset management,2378,73,Finance & Investments
Chen Gang,$1.2 B,China,solar energy,2378,53,Energy
Chen Tianqiao,$1.2 B,China,online games,2378,47,Technology
Henry Cheng,$1.2 B,Hong Kong,diversified,2378,74,Diversified
Cheng Wei,$1.2 B,China,ride-hailing service,2378,38,Service
Chey Ki-won,$1.2 B,South Korea,"computer services, telecom",2378,56,Technology
Chua Thian Poh,$1.2 B,Singapore,real estate,2378,72,Real Estate
Ronald Clarke,$1.2 B,United States,payments technology,2378,65,Technology
Sandor Csanyi,$1.2 B,Hungary,"finance, real estate",2378,68,Diversified
Diego Della Valle,$1.2 B,Italy,shoes,2378,67,Fashion & Retail
Deng Hui & family,$1.2 B,United States,software,2378,58,Technology
Carl DeSantis,$1.2 B,United States,energy drink,2378,81,Food & Beverage
Mathias Doepfner,$1.2 B,Germany,Media,2378,58,Media & Entertainment
Aydin Dogan,$1.2 B,Turkey,media,2378,84,Media & Entertainment
Marek Dospiva,$1.2 B,Czechia,investments,2378,51,Finance & Investments
Wesley Edens,$1.2 B,United States,investments,2378,59,Finance & Investments
Wolfgang Egger,$1.2 B,Germany,real estate,2378,55,Real Estate
Gabriel Escarrer,$1.2 B,Spain,hotels,2378,86,Service
Fan Zhaoxia & family,$1.2 B,China,photovoltaic equipment,2378,53,Energy
Clement Fayat & family,$1.2 B,France,construction,2378,89,Construction & Engineering
Gleb Fetisov,$1.2 B,Russia,investments,2378,54,Telecom
Benedicte Find,$1.2 B,Denmark,medical devices,2378,N/A,Healthcare
J. Christopher Flowers,$1.2 B,United States,investments,2378,63,Finance & Investments
Dan Gertler,$1.2 B,Israel,mining,2378,47,Metals & Mining
Premchand Godha,$1.2 B,India,pharmaceuticals,2378,74,Healthcare
Lance Gokongwei,$1.2 B,Philippines,diversified,2378,53,Diversified
Lawrence Golub,$1.2 B,United States,private equity,2378,61,Finance & Investments
Ryan Graves,$1.2 B,United States,uber,2378,37,Technology
Mehmet Nazif Gunal,$1.2 B,Turkey,"tourism, construction",2378,73,Diversified
Stelios Haji-Ioannou,$1.2 B,Cyprus,EasyJet,2378,54,Service
Alfredo Harp Helu & family,$1.2 B,Mexico,banking,2378,77,Finance & Investments
Jaroslav Hascak,$1.2 B,Slovakia,investments,2378,51,Finance & Investments
Hong Seok-joh,$1.2 B,South Korea,convenience stores,2378,68,Fashion & Retail
Hu Xiaojun & family,$1.2 B,China,Airline,2378,59,Service
Huang Shanbing & family,$1.2 B,China,semiconductors,2378,64,Technology
Huang Yimeng,$1.2 B,China,mobile games,2378,39,Media & Entertainment
Jonas Kamprad,$1.2 B,Sweden,IKEA,2378,55,Finance & Investments
Mathias Kamprad,$1.2 B,Sweden,IKEA,2378,51,Finance & Investments
Peter Kamprad,$1.2 B,Sweden,IKEA,2378,57,Finance & Investments
Eugene Kaspersky,$1.2 B,Russia,software,2378,55,Technology
Kim Dae-il,$1.2 B,South Korea,mobile gaming,2378,41,Technology
Kim Jung-woong,$1.2 B,South Korea,cosmetics,2378,46,Fashion & Retail
Kazutoshi Kobayashi,$1.2 B,Japan,cosmetics,2378,58,Fashion & Retail
Masanori Kobayashi,$1.2 B,Japan,cosmetics,2378,47,Fashion & Retail
Takao Kobayashi,$1.2 B,Japan,cosmetics,2378,56,Fashion & Retail
Hakan Koc,$1.2 B,Germany,online car sales,2378,36,Automotive
Andrei Komarov,$1.2 B,Russia,manufacturing,2378,54,Manufacturing
Koo Bon-joon,$1.2 B,South Korea,"electronics, household products",2378,69,Technology
Koo Bon-neung,$1.2 B,South Korea,electronics,2378,72,Manufacturing
Koo Bon-sik,$1.2 B,South Korea,LG,2378,62,Technology
Kwek Leng Peck,$1.2 B,Singapore,diversified,2378,65,Diversified
Joe Lacob,$1.2 B,United States,Golden State Warriors,2378,65,Sports
Guy Laliberté,$1.2 B,Canada,Cirque du Soleil,2378,61,Media & Entertainment
Lee Jay-hyun,$1.2 B,South Korea,"food products, entertainment",2378,61,Diversified
